DocType: Accounting Period,Period Name,Nama Periode
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Filter based on Cost Center is only applicable if Budget Against is selected as Cost Center,Filter berdasarkan Pusat Biaya hanya berlaku jika Anggaran Terhadap dipilih sebagai Pusat Biaya
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,"Search by item code, serial number, batch no or barcode","Cari berdasarkan kode barang, nomor seri, no batch atau barcode"
DocType: Work Order,Warehouses,Gudang
DocType: Shift Type,Last Sync of Checkin,Sinkronisasi Checkin Terakhir
apps/erpnext/erpnext/templates/includes/cart/cart_address.html,Add a new address,Tambahkan alamat baru
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py,{0} asset cannot be transferred,{0} aset tidak bisa ditransfer
DocType: Hotel Room Pricing,Hotel Room Pricing,Harga Kamar Hotel
apps/erpnext/erpnext/healthcare/doctype/inpatient_record/inpatient_record.py,"Can not mark Inpatient Record Discharged, there are Unbilled Invoices {0}","Tidak bisa menandai Rekam Rawat Inap, ada Faktur Tidak Terisi {0}"
DocType: Subscription,Days Until Due,Hari Sampai Jatuh Tempo
apps/erpnext/erpnext/stock/doctype/item/item.js,This Item is a Variant of {0} (Template).,Item ini adalah Variant dari {0} (Template).
DocType: Workstation,per hour,per jam
DocType: Blanket Order,Purchasing,Pembelian
DocType: Announcement,Announcement,Pengumuman
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Customer LPO,LPO Pelanggan
DocType: Education Settings,"For Batch based Student Group, the Student Batch will be validated for every Student from the Program Enrollment.","Untuk Kelompok Siswa berbasis Batch, Student Batch akan divalidasi untuk setiap Siswa dari Program Enrollment."
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py,Warehouse can not be deleted as stock ledger entry exists for this warehouse.,Gudang tidak bisa dihapus karena ada entri buku persediaan untuk gudang ini.
apps/erpnext/erpnext/public/js/setup_wizard.js,Distribution,Distribusi
apps/erpnext/erpnext/hr/doctype/employee/employee.py,Employee status cannot be set to 'Left' as following employees are currently reporting to this employee:&nbsp;,Status karyawan tidak bisa diatur ke 'Kiri' karena karyawan berikut sedang melaporkan kepada karyawan ini:
DocType: Journal Entry Account,Loan,Pinjaman
DocType: Expense Claim Advance,Expense Claim Advance,Uang Muka Klaim Biaya
DocType: Lab Test,Report Preference,Preferensi Laporan
apps/erpnext/erpnext/config/non_profit.py,Volunteer information.,Informasi Relawan
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Project Manager,Manajer Proyek
,Quoted Item Comparison,Perbandingan Item Ditawarkan
apps/erpnext/erpnext/buying/doctype/supplier_scorecard/supplier_scorecard.py,Overlap in scoring between {0} and {1},Tumpang tindih dalam penilaian antara {0} dan {1}
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Dispatch,Pengiriman
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py,Max discount allowed for item: {0} is {1}%,Diskon Max diperbolehkan untuk item: {0} {1}%
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py,Net Asset value as on,Nilai Aktiva Bersih pada
DocType: Crop,Produce,Menghasilkan
DocType: Hotel Settings,Default Taxes and Charges,Pajak standar dan Biaya
DocType: Account,Receivable,Piutang
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Row #{0}: Not allowed to change Supplier as Purchase Order already exists,Baris #{0}: Tidak diperbolehkan untuk mengubah Supplier sebagai Order Pembelian sudah ada
DocType: Stock Entry,Material Consumption for Manufacture,Penggunaan Material untuk Produksi
DocType: Item Alternative,Alternative Item Code,Kode Barang Alternatif
DocType: Accounts Settings,Role that is allowed to submit transactions that exceed credit limits set.,Peran yang diperbolehkan untuk membuat transaksi yang melebihi batas kredit yang ditetapkan.
DocType: Production Plan,Select Items to Manufacture,Pilih Item untuk Diproduksi
DocType: Delivery Stop,Delivery Stop,Titik Pengiriman
apps/erpnext/erpnext/accounts/page/pos/pos.js,"Master data syncing, it might take some time","Sinkronisasi data master, mungkin berlangsung beberapa saat"
DocType: Material Request Plan Item,Material Issue,Penerbitan Material
DocType: Employee Education,Qualification,Kualifikasi
DocType: Item Price,Item Price,Harga Item
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Soap & Detergent,Sabun & Deterjen
DocType: BOM,Show Items,Tampilkan Produk
apps/erpnext/erpnext/hr/doctype/employee_tax_exemption_declaration/employee_tax_exemption_declaration.py,Duplicate Tax Declaration of {0} for period {1},Deklarasi Pajak Duplikat dari {0} untuk periode {1}
apps/erpnext/erpnext/education/doctype/course_schedule/course_schedule.py,From Time cannot be greater than To Time.,Waktu Mulai tidak bisa setelah Waktu Selesai
apps/erpnext/erpnext/stock/doctype/delivery_trip/delivery_trip.js,Do you want to notify all the customers by email?,Apakah anda ingin memberi tahu semua pelanggan melalui email?
DocType: Subscription Plan,Billing Interval,Interval Penagihan
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Motion Picture & Video,Motion Picture & Video
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation_list.js,Ordered,Ordered
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Resume,Lanjut
DocType: Salary Detail,Component,Komponen
DocType: Video,YouTube,Youtube
apps/erpnext/erpnext/assets/doctype/asset_category/asset_category.py,Row {0}: {1} must be greater than 0,Baris {0}: {1} harus lebih besar dari 0
DocType: Assessment Criteria,Assessment Criteria Group,Kriteria penilaian Kelompok
DocType: Healthcare Settings,Patient Name By,Nama Pasien Oleh
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Accrual Journal Entry for salaries from {0} to {1},Entri Jurnal Akrual untuk gaji dari {0} ke {1}
DocType: Sales Invoice Item,Enable Deferred Revenue,Aktifkan Pendapatan Ditangguhkan
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Opening Accumulated Depreciation must be less than equal to {0},Akumulasi Penyusutan Pembukaan harus kurang dari atau sama dengan {0}
DocType: Warehouse,Warehouse Name,Nama Gudang
DocType: Naming Series,Select Transaction,Pilih Transaksi
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Please enter Approving Role or Approving User,Masukkan Peran atau Pengguna Pemberi Persetujuan
apps/erpnext/erpnext/support/doctype/service_level_agreement/service_level_agreement.py,Service Level Agreement with Entity Type {0} and Entity {1} already exists.,Perjanjian Tingkat Layanan untuk Jenis Entitas {0} dan Entitas {1} sudah ada.
DocType: Journal Entry,Write Off Entry,Entri Penghapusan
DocType: BOM,Rate Of Materials Based On,Tarif Material Berdasarkan Pada
DocType: Education Settings,"If enabled, field Academic Term will be Mandatory in Program Enrollment Tool.","Jika diaktifkan, bidang Tahun Akademis akan wajib di Alat Pendaftaran Program."
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,"Values of exempt, nil rated and non-GST inward supplies","Nilai pasokan masuk yang dikecualikan, nihil, dan non-GST"
apps/erpnext/erpnext/education/doctype/student_attendance_tool/student_attendance_tool.js,Uncheck all,Batal tandai semua
DocType: Purchase Taxes and Charges,On Item Quantity,Pada Jumlah Item
DocType: POS Profile,Terms and Conditions,Syarat dan Ketentuan
DocType: Asset,Booked Fixed Asset,Aset Tetap yang Dibukukan
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py,To Date should be within the Fiscal Year. Assuming To Date = {0},Tanggal Akhir harus dalam Tahun Anggaran. Dengan asumsi Tanggal Akhir = {0}
DocType: Employee,"Here you can maintain height, weight, allergies, medical concerns etc","Di sini anda dapat mengisi tinggi, berat, alergi, masalah medis dll"
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.js,Creating Accounts...,Membuat Akun...
DocType: Leave Block List,Applies to Company,Berlaku untuk Perusahaan
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Cannot cancel because submitted Stock Entry {0} exists,Tidak bisa membatalkan karena ada Entri Persediaan {0}
DocType: Loan,Disbursement Date,Tanggal Pencairan
DocType: Service Level Agreement,Agreement Details,Rincian Perjanjian
apps/erpnext/erpnext/support/doctype/service_level_agreement/service_level_agreement.py,Start Date of Agreement can't be greater than or equal to End Date.,Tanggal Mulai Perjanjian tidak boleh lebih dari atau sama dengan Tanggal Berakhir.
DocType: BOM Update Tool,Update latest price in all BOMs,Perbarui harga terbaru di semua BOM
apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.py,Done,Selesai
apps/erpnext/erpnext/healthcare/doctype/patient/patient.js,Medical Record,Rekam Medis
DocType: Vehicle,Vehicle,Kendaraan
DocType: Purchase Invoice,In Words,Dalam Huruf
apps/erpnext/erpnext/hr/doctype/leave_ledger_entry/leave_ledger_entry.py,To date needs to be before from date,Tanggal akhir harus sebelum tanggal mulai
apps/erpnext/erpnext/accounts/doctype/bank_guarantee/bank_guarantee.py,Enter the name of the bank or lending institution before submittting.,Masukkan nama bank atau lembaga pemberi pinjaman sebelum mengkonfirmasi.
apps/erpnext/erpnext/hr/doctype/training_result/training_result.py,{0} must be submitted,{0} harus diserahkan
DocType: POS Profile,Item Groups,Kelompok Item
DocType: Company,Standard Working Hours,Jam Kerja Standar
DocType: Sales Order Item,For Production,Untuk Produksi
DocType: Payment Request,payment_url,payment_url
DocType: Exchange Rate Revaluation Account,Balance In Account Currency,Saldo dalam Valuta Akun
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.py,Please add a Temporary Opening account in Chart of Accounts,Harap tambahkan akun Pembukaan Sementara di Bagan Akun
DocType: Customer,Customer Primary Contact,Kontak utama pelanggan
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Opp/Lead %,Peluang/Prospek %
DocType: Bank Guarantee,Bank Account Info,Info Rekening Bank
DocType: Bank Guarantee,Bank Guarantee Type,Jenis Garansi Bank
apps/erpnext/erpnext/accounts/doctype/bank_account/test_bank_account.py,BankAccount.validate_iban() failed for valid IBAN {},BankAccount.validate_iban() failed for valid IBAN {}
DocType: Payment Schedule,Invoice Portion,Porsi Faktur
,Asset Depreciations and Balances,Penyusutan dan Saldo Nilai Aset
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Amount {0} {1} transferred from {2} to {3},Jumlah {0} {1} ditransfer dari {2} untuk {3}
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,{0} does not have a Healthcare Practitioner Schedule. Add it in Healthcare Practitioner master,{0} tidak memiliki Jadwal Tenaga Kesehatan. Tambahkan di data Tenaga Kesehatan
DocType: Sales Invoice,Get Advances Received,Ambil Penerimaan Uang Muka
DocType: Email Digest,Add/Remove Recipients,Tambah/Hapus Penerima
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.js,"To set this Fiscal Year as Default, click on 'Set as Default'","Untuk mengatur Tahun Anggaran ini sebagai Standar, klik 'Sebagai Standar'"
apps/erpnext/erpnext/accounts/report/tds_computation_summary/tds_computation_summary.py,Amount of TDS Deducted,Jumlah TDS Dikurangkan
DocType: Production Plan,Include Subcontracted Items,Sertakan Subkontrak Items
apps/erpnext/erpnext/projects/doctype/project/project.py,Join,Gabung
apps/erpnext/erpnext/stock/report/stock_projected_qty/stock_projected_qty.py,Shortage Qty,Jumlah Kekurangan
DocType: Purchase Invoice,Input Service Distributor,Masukkan Distributor Layanan
apps/erpnext/erpnext/stock/doctype/item/item.py,Item variant {0} exists with same attributes,Item varian {0} ada dengan atribut yang sama
DocType: Loan,Repay from Salary,Membayar dari Gaji
DocType: Exotel Settings,API Token,Token API
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,Requesting payment against {0} {1} for amount {2},Meminta pembayaran terhadap {0} {1} untuk jumlah {2}
DocType: Additional Salary,Salary Slip,Slip Gaji
apps/erpnext/erpnext/support/doctype/issue/issue.py,Allow Resetting Service Level Agreement from Support Settings.,Izinkan Atur Ulang Perjanjian Tingkat Layanan dari Pengaturan Bantuan.
DocType: Lead,Lost Quotation,Quotation hilang
apps/erpnext/erpnext/utilities/user_progress.py,Student Batches,Batch Siswa
DocType: Pricing Rule,Margin Rate or Amount,Tingkat Marjin atau Jumlah
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py,'To Date' is required,'Tanggal Akhir' harus diisi
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,Actual Qty: Quantity available in the warehouse.,Jumlah Aktual: Kuantitas yang tersedia di gudang.
DocType: Packing Slip,"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.","Buat slip paket untuk kemasan yang akan dikirim. Digunakan untuk informasi nomor paket, isi paket dan berat."
DocType: Sales Invoice Item,Sales Order Item,Item Order Penjualan
DocType: Salary Slip,Payment Days,Hari Pembayaran
DocType: Stock Settings,Convert Item Description to Clean HTML,Konversi Deskripsi Item menjadi HTML murni
DocType: Patient,Dormant,Terbengkalai
DocType: Payroll Entry,Deduct Tax For Unclaimed Employee Benefits,Pengurangan Pajak Untuk Tunjangan Karyawan Belum Diambil
DocType: Salary Slip,Total Interest Amount,Total Jumlah Bunga
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py,Warehouses with child nodes cannot be converted to ledger,Gudang dengan node anak tidak bisa dikonversi ke buku besar
DocType: BOM,Manage cost of operations,Kelola biaya operasional
DocType: Accounts Settings,Stale Days,Hari basi
DocType: Travel Itinerary,Arrival Datetime,Waktu Kedatangan
DocType: Tax Rule,Billing Zipcode,Kodepos Penagihan
DocType: Attendance,HR-ATT-.YYYY.-,HR-ATT-.YYYY.-
DocType: Crop,Row Spacing UOM,Baris Spacing SU
DocType: Assessment Result Detail,Assessment Result Detail,Rincian Hasil Penilaian
DocType: Employee Education,Employee Education,Pendidikan Karyawan
DocType: Service Day,Workday,Hari Kerja
apps/erpnext/erpnext/setup/doctype/terms_and_conditions/terms_and_conditions.py,At least one of the Applicable Modules should be selected,Setidaknya satu dari Modul yang Berlaku harus dipilih
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Duplicate item group found in the item group table,Duplikasi kelompok item ditemukan dalam tabel kelompok item
apps/erpnext/erpnext/config/quality_management.py,Tree of Quality Procedures.,Pohon Prosedur Kualitas.
apps/erpnext/erpnext/public/js/controllers/transaction.js,It is needed to fetch Item Details.,Hal ini diperlukan untuk mengambil Rincian Item.
DocType: Fertilizer,Fertilizer Name,Nama Pupuk
DocType: Salary Slip,Net Pay,Upah Bersih
DocType: Cash Flow Mapping Accounts,Account,Akun
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Serial No {0} has already been received,Nomor Seri {0} telah diterima
,Requested Items To Be Transferred,Permintaan Item Akan Ditransfer
DocType: Expense Claim,Vehicle Log,Log Kendaraan
DocType: Sales Invoice,Is Discounted,Didiskon
DocType: Budget,Action if Accumulated Monthly Budget Exceeded on Actual,Tindakan jika Akumulasi Anggaran Bulanan Melebihi Aktual
DocType: Salary Component,Create Separate Payment Entry Against Benefit Claim,Buat Entri Pembayaran Terpisah Untuk Klaim Tunjangan
DocType: Vital Signs,Presence of a fever (temp &gt; 38.5 °C/101.3 °F or sustained temp &gt; 38 °C/100.4 °F),"Ada demam (suhu &gt; 38,5°C/101,3°F atau suhu bertahan &gt; 38°C/100,4°F)"
DocType: Customer,Sales Team Details,Rincian Tim Penjualan
apps/erpnext/erpnext/accounts/page/pos/pos.js,Delete permanently?,Hapus secara permanen?
DocType: Expense Claim,Total Claimed Amount,Jumlah Total Diklaim
apps/erpnext/erpnext/config/crm.py,Potential opportunities for selling.,Potensi peluang untuk menjadi penjualan.
